amount,location,transactions_last_hour,is_new_device,is_new_location,fraud
10609.79,Delhi,5,0,0,0
590.08,Delhi,6,0,0,0
3445.7,Chennai,0,1,0,0
34732.85,Guntur,8,1,1,1
3149.28,Mumbai,7,0,0,0
31853.54,Chennai,3,1,0,0
13801.57,Pune,6,1,1,1
46721.97,Vijayawada,8,0,0,0
5238.52,Bangalore,3,1,0,0
28226.62,Bangalore,2,1,1,1
48336.28,Vijayawada,9,1,0,1
233.27,Vijayawada,3,0,0,0
7252.33,Guntur,7,0,1,0
44808.07,Pune,0,0,1,0
33275.63,Chennai,5,1,0,1
28051.24,Mumbai,6,1,1,1
15656.92,Chennai,8,1,0,1
47772.47,Pune,10,1,0,1
28068.24,Pune,7,1,0,1
32639.4,Delhi,2,0,1,0
38560.16,Chennai,5,1,0,1
19184.63,Delhi,2,0,0,0
18113.47,Mumbai,3,0,1,0
4796.01,Bangalore,5,1,0,0
1773.06,Hyderabad,4,1,1,0
49787.32,Hyderabad,4,1,0,0
43172.95,Vijayawada,7,1,1,1
23725.08,Mumbai,10,0,0,0
1538.96,Guntur,2,0,0,0
21036.67,Hyderabad,1,0,1,0
15780.4,Hyderabad,8,1,0,1
16699.98,Mumbai,10,1,0,1
25865.39,Hyderabad,10,1,1,1
3341.25,Guntur,8,0,1,0
8712.0,Pune,0,1,0,0
8731.11,Mumbai,0,1,1,0
5973.96,Guntur,7,0,1,0
5901.46,Vijayawada,1,0,0,0
15943.31,Hyderabad,10,0,0,0
10954.54,Chennai,5,1,0,1
15458.34,Bangalore,10,0,0,0
2761.43,Vijayawada,4,0,1,0
28295.49,Bangalore,6,0,0,0
44190.07,Delhi,2,1,1,1
13300.8,Mumbai,7,1,1,1
38641.29,Hyderabad,8,1,0,1
47488.29,Chennai,9,1,0,1
49688.41,Chennai,6,1,1,1
17174.84,Chennai,8,1,0,1
12984.87,Guntur,7,1,0,1
25899.79,Vijayawada,10,0,1,1
23415.62,Hyderabad,5,1,1,1
16186.37,Vijayawada,1,1,0,0
21128.25,Vijayawada,5,1,0,1
45666.13,Vijayawada,4,0,1,0
37627.05,Pune,7,1,1,1
23731.25,Mumbai,3,1,1,1
24179.62,Chennai,6,1,0,1
38182.33,Pune,8,0,1,1
38726.22,Vijayawada,9,1,0,1
25659.0,Vijayawada,4,0,0,0
33203.98,Vijayawada,0,0,1,0
40094.33,Delhi,7,1,0,1
142.08,Bangalore,2,0,0,0
15445.58,Pune,2,0,0,0
4599.33,Hyderabad,3,0,1,0
23919.47,Pune,5,0,1,1
34969.11,Chennai,7,1,1,1
38176.5,Mumbai,1,1,0,0
38175.91,Bangalore,2,1,1,1
41007.57,Mumbai,6,1,0,1
24466.64,Vijayawada,9,0,0,0
38415.41,Hyderabad,5,1,1,1
30567.27,Vijayawada,6,0,0,0
25047.49,Pune,0,0,1,0
4733.23,Vijayawada,6,0,1,0
14319.71,Bangalore,6,1,0,1
47929.79,Pune,6,0,0,0
34148.75,Mumbai,1,1,0,0
34334.67,Vijayawada,1,1,0,0
16019.39,Hyderabad,9,1,1,1
24358.36,Hyderabad,10,1,1,1
15217.43,Mumbai,4,0,1,0
39072.08,Vijayawada,5,1,0,1
49038.65,Vijayawada,8,1,0,1
447.14,Delhi,9,1,0,0
21800.91,Guntur,7,1,0,1
43408.05,Mumbai,7,1,0,1
12691.11,Bangalore,5,1,0,1
9018.54,Delhi,5,1,0,0
16299.16,Mumbai,10,0,0,0
36622.03,Vijayawada,8,1,0,1
4293.94,Delhi,1,0,0,0
21611.92,Chennai,4,1,1,1
45946.88,Guntur,8,1,0,1
16396.77,Pune,0,0,0,0
25680.35,Pune,1,1,1,1
20096.91,Pune,2,1,0,0
48261.49,Chennai,3,1,1,1
34743.43,Chennai,0,1,1,1
38059.88,Bangalore,6,1,0,1
25128.0,Bangalore,0,1,0,0
13706.7,Pune,6,0,0,0
32894.92,Mumbai,4,1,1,1
4947.67,Chennai,3,0,1,0
3279.75,Mumbai,4,1,1,0
27118.75,Mumbai,7,0,1,1
16050.18,Delhi,7,0,1,1
10610.81,Pune,2,1,1,1
1710.1,Mumbai,9,0,1,0
4246.29,Bangalore,8,1,1,1
37567.79,Vijayawada,7,1,0,1
31280.65,Pune,2,1,1,1
49791.71,Chennai,0,1,1,1
18826.69,Guntur,8,0,1,1
4939.29,Bangalore,3,0,0,0
9013.26,Mumbai,2,1,1,0
37588.92,Mumbai,6,1,1,1
31550.76,Chennai,10,1,1,1
42966.92,Delhi,7,1,1,1
7932.69,Hyderabad,2,1,1,0
26680.02,Guntur,5,1,0,1
19229.34,Pune,10,1,1,1
9524.86,Guntur,0,0,0,0
30018.45,Chennai,6,0,1,1
8406.3,Mumbai,10,1,0,0
1233.7,Vijayawada,9,1,0,0
22942.67,Chennai,3,0,1,0
16203.94,Chennai,4,0,0,0
28922.35,Chennai,7,0,1,1
39858.0,Vijayawada,7,0,1,1
12318.69,Pune,1,0,0,0
43366.43,Pune,7,1,0,1
47882.98,Delhi,8,0,0,0
24092.3,Hyderabad,0,1,1,1
18232.33,Guntur,8,1,1,1
5270.79,Mumbai,4,0,0,0
20703.36,Delhi,5,0,0,0
10583.24,Delhi,1,1,0,0
44969.85,Mumbai,7,0,1,1
14835.07,Bangalore,7,1,1,1
28454.74,Vijayawada,9,0,0,0
26136.79,Mumbai,0,0,1,0
35718.78,Delhi,4,0,1,0
35682.63,Vijayawada,10,1,0,1
7411.65,Chennai,4,1,1,0
1497.43,Hyderabad,3,1,0,0
13045.12,Vijayawada,8,1,1,1
48622.93,Mumbai,10,0,1,1
18961.14,Vijayawada,7,0,1,1
24251.52,Mumbai,6,0,0,0
11318.78,Bangalore,3,0,0,0
30471.2,Delhi,1,0,1,0
23020.15,Chennai,10,0,0,0
18241.66,Mumbai,0,1,0,0
25420.08,Delhi,4,0,0,0
28378.44,Vijayawada,3,0,1,0
34515.98,Delhi,10,0,0,0
8953.79,Guntur,9,1,1,1
37181.21,Hyderabad,1,0,1,0
10465.83,Guntur,3,1,1,1
26892.99,Chennai,0,1,0,0
23967.12,Chennai,7,0,1,1
5083.81,Bangalore,9,0,1,0
28509.53,Delhi,9,1,0,1
38892.05,Bangalore,3,1,0,0
37752.56,Vijayawada,9,1,1,1
16499.11,Bangalore,7,1,1,1
43376.32,Bangalore,3,1,1,1
31333.49,Hyderabad,1,0,1,0
16028.46,Vijayawada,8,1,1,1
9021.88,Delhi,6,1,0,0
17187.34,Guntur,10,0,0,0
38166.35,Mumbai,3,1,1,1
38344.38,Chennai,7,0,1,1
28593.32,Chennai,2,1,0,0
38343.23,Mumbai,2,0,0,0
47839.68,Chennai,7,1,1,1
46648.89,Vijayawada,7,1,1,1
15381.0,Bangalore,5,1,1,1
21322.37,Pune,6,1,0,1
2859.84,Delhi,6,1,0,0
38375.73,Bangalore,0,0,0,0
14810.36,Pune,5,0,1,1
39566.91,Delhi,5,0,0,0
42834.53,Vijayawada,1,0,0,0
16341.6,Pune,7,1,0,1
34421.27,Pune,7,0,1,1
3059.91,Mumbai,0,1,1,0
21962.41,Vijayawada,4,0,1,0
44054.4,Vijayawada,1,1,1,1
43710.14,Guntur,9,1,0,1
21969.23,Hyderabad,5,1,1,1
7109.33,Delhi,1,1,1,0
37388.93,Delhi,3,0,1,0
11461.35,Bangalore,5,1,0,1
12842.35,Pune,0,0,0,0
21423.81,Mumbai,7,0,0,0
908.44,Delhi,6,0,1,0
14204.06,Guntur,5,0,0,0
48713.95,Delhi,1,0,0,0
30540.57,Bangalore,3,0,1,0
23339.19,Vijayawada,2,1,0,0
32427.21,Hyderabad,5,1,1,1
20133.16,Hyderabad,4,0,1,0
526.04,Bangalore,5,1,0,0
42793.17,Chennai,9,1,1,1
38519.4,Chennai,9,1,0,1
38672.3,Guntur,3,1,0,0
1408.6,Mumbai,9,0,0,0
47737.56,Chennai,5,1,0,1
10164.9,Chennai,2,1,1,1
46821.48,Vijayawada,3,1,0,0
43894.12,Hyderabad,7,0,1,1
22253.23,Delhi,3,1,0,0
21983.49,Guntur,3,0,1,0
4733.31,Chennai,2,0,0,0
6105.88,Pune,7,1,1,1
9629.96,Bangalore,1,1,1,0
25485.89,Pune,7,0,0,0
40190.24,Mumbai,6,0,1,1
47292.02,Chennai,1,1,1,1
49985.36,Hyderabad,1,1,1,1
47570.33,Vijayawada,4,1,0,0
42386.0,Vijayawada,2,0,0,0
7097.0,Chennai,7,0,0,0
43330.62,Pune,10,1,1,1
41180.21,Vijayawada,6,0,0,0
37124.14,Guntur,10,0,1,1
39349.18,Bangalore,0,1,0,0
20242.35,Hyderabad,5,1,1,1
39185.12,Hyderabad,5,0,1,1
36774.05,Pune,2,1,0,0
38148.86,Guntur,8,0,0,0
845.43,Guntur,3,0,1,0
5709.29,Delhi,7,1,1,1
6806.83,Delhi,9,0,1,0
23527.4,Mumbai,4,0,1,0
47849.58,Delhi,10,0,1,1
37461.07,Chennai,9,0,0,0
25785.23,Guntur,2,0,0,0
35891.68,Chennai,4,0,0,0
12608.47,Delhi,10,1,1,1
33450.98,Mumbai,8,1,0,1
21158.85,Pune,10,0,0,0
31630.82,Vijayawada,3,0,0,0
31768.07,Mumbai,3,0,1,0
684.45,Chennai,7,1,1,1
31472.77,Chennai,9,1,1,1
22714.36,Bangalore,4,1,0,0
32807.48,Vijayawada,8,1,1,1
12838.69,Mumbai,7,1,0,1
38187.14,Pune,4,0,1,0
32150.41,Chennai,8,0,0,0
48756.89,Vijayawada,1,0,1,0
43678.01,Guntur,4,1,1,1
48318.0,Chennai,8,0,1,1
7171.25,Chennai,10,0,0,0
36697.27,Mumbai,5,0,0,0
27018.91,Vijayawada,8,0,1,1
5096.89,Pune,2,0,0,0
42928.93,Bangalore,4,0,1,0
19549.64,Delhi,8,1,1,1
16163.87,Bangalore,4,0,0,0
35446.22,Guntur,10,1,0,1
3055.19,Delhi,6,0,0,0
41139.82,Pune,3,1,0,0
19610.88,Guntur,3,0,1,0
11392.62,Guntur,4,0,1,0
36326.35,Delhi,9,0,0,0
7206.18,Guntur,4,1,0,0
26078.95,Chennai,8,0,1,1
33055.03,Vijayawada,4,0,1,0
3613.1,Pune,5,1,0,0
41915.07,Pune,4,0,1,0
29290.43,Guntur,7,1,0,1
4519.79,Delhi,9,1,0,0
41851.78,Guntur,6,1,0,1
43271.85,Mumbai,4,1,1,1
21040.3,Hyderabad,4,1,0,0
5146.44,Chennai,7,0,1,0
29595.11,Delhi,10,1,0,1
28077.47,Hyderabad,9,1,1,1
30122.95,Guntur,9,0,0,0
48339.81,Pune,3,1,1,1
35942.62,Delhi,0,1,1,1
28709.91,Pune,8,0,1,1
33486.51,Hyderabad,0,0,0,0
31563.01,Pune,5,0,1,1
40114.57,Mumbai,7,1,1,1
17683.68,Hyderabad,3,1,1,1
16293.17,Chennai,10,1,0,1
27968.04,Mumbai,8,1,1,1
39070.31,Mumbai,2,1,0,0
17655.05,Bangalore,8,0,1,1
5154.78,Delhi,1,1,1,0
32009.8,Delhi,6,0,1,1
17594.64,Vijayawada,7,1,0,1
16205.71,Bangalore,1,0,1,0
37862.85,Guntur,8,0,1,1
10011.12,Vijayawada,1,1,1,1
35822.82,Vijayawada,8,1,1,1
46070.79,Mumbai,1,1,0,0
49972.0,Vijayawada,7,0,0,0
33409.31,Chennai,4,0,1,0
41679.07,Delhi,3,0,0,0
32429.96,Bangalore,3,0,0,0
12259.64,Pune,0,1,1,1
27860.49,Vijayawada,9,0,1,1
42410.45,Bangalore,9,1,1,1
35366.62,Mumbai,5,1,1,1
18289.27,Guntur,3,1,1,1
47908.75,Vijayawada,2,1,0,0
4921.41,Guntur,8,1,1,1
40381.95,Chennai,9,0,1,1
23317.79,Delhi,9,0,1,1
24906.93,Hyderabad,6,0,0,0
28041.94,Delhi,8,0,1,1
43392.1,Guntur,2,0,1,0
47741.24,Delhi,4,1,0,0
21598.42,Delhi,2,1,0,0
15560.28,Chennai,10,1,1,1
28535.88,Mumbai,8,1,0,1
43150.43,Guntur,9,0,1,1
38753.58,Vijayawada,1,0,1,0
36654.56,Hyderabad,3,0,0,0
32505.41,Guntur,7,0,1,1
4798.66,Pune,6,1,1,1
34851.11,Guntur,2,1,0,0
15628.65,Delhi,2,1,1,1
4627.65,Chennai,4,1,0,0
17624.91,Delhi,10,0,1,1
37615.59,Hyderabad,8,1,0,1
49102.31,Vijayawada,0,1,0,0
186.27,Mumbai,8,0,0,0
19299.2,Vijayawada,0,1,0,0
9505.26,Chennai,9,1,0,0
48791.14,Vijayawada,1,0,1,0
44582.69,Hyderabad,2,0,1,0
31141.92,Bangalore,8,0,1,1
5477.97,Guntur,10,0,0,0
24932.79,Delhi,9,0,1,1
46437.46,Guntur,8,1,1,1
33468.38,Mumbai,1,1,0,0
7154.93,Hyderabad,7,0,1,0
17980.24,Mumbai,7,0,0,0
45602.16,Bangalore,9,1,0,1
16083.79,Pune,7,0,1,1
20271.48,Hyderabad,6,0,1,1
24612.85,Bangalore,5,1,1,1
24930.97,Chennai,4,0,0,0
47344.31,Hyderabad,4,0,1,0
26761.18,Chennai,0,1,1,1
17653.1,Vijayawada,8,0,1,1
25486.4,Guntur,10,0,0,0
22915.96,Guntur,2,0,1,0
35730.33,Hyderabad,7,0,0,0
46112.11,Hyderabad,3,0,1,0
45229.35,Pune,10,1,0,1
41345.95,Vijayawada,5,1,0,1
7169.3,Bangalore,3,1,1,0
10323.33,Hyderabad,10,1,1,1
20852.78,Chennai,6,1,1,1
40854.56,Pune,7,1,0,1
2185.79,Guntur,7,0,0,0
31916.09,Guntur,1,0,1,0
9249.59,Pune,5,0,1,0
14311.86,Guntur,4,1,1,1
38073.37,Delhi,6,0,0,0
10119.33,Delhi,8,0,1,1
5556.26,Vijayawada,3,0,1,0
4272.04,Mumbai,1,0,1,0
21961.62,Chennai,2,1,0,0
38450.61,Vijayawada,5,0,0,0
17133.24,Delhi,4,0,1,0
10112.4,Pune,10,0,1,1
7739.57,Vijayawada,4,0,0,0
31397.96,Delhi,5,1,0,1
3562.21,Vijayawada,3,1,0,0
27401.46,Guntur,5,0,0,0
20555.22,Mumbai,8,0,0,0
18581.57,Hyderabad,2,0,0,0
19122.55,Guntur,9,0,1,1
42864.45,Hyderabad,10,0,0,0
32478.25,Pune,7,1,1,1
22538.59,Mumbai,3,1,1,1
49008.54,Vijayawada,10,1,1,1
22765.74,Bangalore,5,0,0,0
31890.95,Vijayawada,2,1,1,1
18467.1,Vijayawada,0,1,1,1
2223.49,Vijayawada,6,0,1,0
42022.75,Pune,5,0,1,1
44192.73,Pune,7,1,1,1
23229.51,Vijayawada,5,1,1,1
36193.05,Chennai,3,0,0,0
28462.49,Pune,10,1,1,1
18803.35,Vijayawada,4,0,1,0
23564.6,Pune,8,1,1,1
2639.2,Pune,3,1,0,0
46862.39,Hyderabad,6,0,1,1
34729.08,Vijayawada,6,0,1,1
32097.78,Pune,9,0,0,0
15892.89,Mumbai,3,0,1,0
30556.87,Guntur,9,0,0,0
4378.93,Guntur,0,0,1,0
15733.36,Chennai,5,0,0,0
15447.34,Delhi,1,1,1,1
23806.86,Guntur,2,1,1,1
40136.56,Pune,2,0,0,0
6010.18,Delhi,9,1,0,0
35023.14,Vijayawada,4,0,0,0
45468.32,Pune,1,0,0,0
23693.37,Mumbai,7,0,0,0
46554.01,Hyderabad,9,0,1,1
48517.81,Guntur,10,1,1,1
44335.89,Bangalore,1,0,0,0
33900.92,Mumbai,2,0,0,0
14688.24,Hyderabad,1,1,1,1
31130.92,Mumbai,9,1,0,1
42577.52,Delhi,3,1,0,0
15996.52,Bangalore,2,0,0,0
13229.36,Bangalore,6,1,0,1
37524.88,Mumbai,10,1,0,1
27608.58,Bangalore,2,0,0,0
19095.49,Hyderabad,7,1,1,1
34794.89,Mumbai,4,1,1,1
40176.99,Vijayawada,6,1,1,1
47151.02,Bangalore,4,0,1,0
13406.96,Guntur,7,0,1,1
1248.07,Guntur,2,0,0,0
8937.65,Guntur,1,0,0,0
43198.15,Guntur,0,0,1,0
7896.57,Guntur,10,1,1,1
30667.0,Guntur,0,0,0,0
9360.18,Chennai,1,0,1,0
10589.93,Chennai,1,1,1,1
23854.6,Delhi,3,1,0,0
14474.37,Vijayawada,10,0,1,1
25428.46,Bangalore,1,0,0,0
7280.25,Guntur,8,0,0,0
9491.11,Pune,5,0,0,0
31801.32,Bangalore,9,1,1,1
10991.09,Hyderabad,4,1,0,0
32776.62,Vijayawada,10,1,1,1
3326.2,Hyderabad,1,1,1,0
31030.28,Hyderabad,6,0,1,1
48860.67,Mumbai,10,0,1,1
34933.99,Mumbai,9,0,1,1
22594.27,Bangalore,7,1,1,1
38194.28,Vijayawada,5,0,0,0
2230.7,Delhi,5,1,1,1
16285.95,Delhi,6,1,1,1
7718.97,Vijayawada,6,1,0,0
39434.44,Mumbai,6,0,1,1
796.11,Vijayawada,10,0,0,0
10927.99,Vijayawada,0,1,1,1
13617.42,Pune,3,0,1,0
7999.99,Chennai,8,1,0,0
24378.09,Vijayawada,7,1,1,1
24418.37,Guntur,10,0,1,1
3438.61,Vijayawada,5,1,1,1
11834.11,Delhi,7,0,1,1
747.08,Bangalore,4,0,1,0
34234.47,Bangalore,6,0,0,0
17120.75,Delhi,5,0,1,1
3249.94,Chennai,7,1,1,1
10551.85,Delhi,5,0,1,1
39361.63,Chennai,8,1,1,1
45102.61,Chennai,5,0,0,0
24480.54,Guntur,7,0,1,1
19268.75,Delhi,2,1,0,0
23188.19,Pune,4,0,1,0
38893.92,Hyderabad,4,0,1,0
23739.97,Mumbai,3,0,1,0
41259.36,Mumbai,7,0,1,1
24286.42,Guntur,5,0,0,0
14851.42,Chennai,0,0,1,0
39556.39,Bangalore,6,0,1,1
10291.58,Pune,4,0,0,0
4027.61,Pune,7,0,1,0
27807.69,Guntur,9,1,1,1
46851.46,Delhi,7,1,0,1
14309.66,Hyderabad,9,0,1,1
6283.36,Vijayawada,5,1,1,1
15831.91,Mumbai,6,0,1,1
19837.33,Mumbai,5,0,1,1
28324.28,Vijayawada,9,0,0,0
24884.16,Guntur,1,0,0,0
26186.75,Mumbai,3,0,1,0
16974.09,Delhi,6,1,0,1
20087.94,Vijayawada,0,1,1,1
27450.07,Vijayawada,1,0,1,0
5850.93,Hyderabad,4,0,0,0
32273.45,Chennai,8,0,0,0
23986.79,Vijayawada,0,0,0,0
47725.61,Pune,2,1,1,1
37822.56,Bangalore,10,1,0,1
24662.14,Hyderabad,10,1,0,1
10086.21,Delhi,0,0,0,0
456.9,Pune,1,1,0,0
10717.64,Bangalore,8,0,1,1
27857.51,Chennai,8,1,0,1
37733.16,Mumbai,4,1,0,0
44906.61,Delhi,6,0,1,1
1537.99,Vijayawada,9,1,0,0
5723.41,Chennai,6,0,0,0
38011.99,Mumbai,4,0,1,0
23242.61,Chennai,10,0,1,1
25603.86,Vijayawada,4,0,0,0
43031.86,Mumbai,3,1,1,1
22948.43,Delhi,6,0,1,1
28085.41,Guntur,4,0,0,0
44232.18,Bangalore,0,0,0,0
46514.96,Vijayawada,4,1,1,1
4951.91,Pune,5,0,0,0
37118.14,Pune,5,0,1,1
32715.94,Bangalore,4,0,0,0
7177.72,Hyderabad,7,0,0,0
44026.5,Guntur,7,0,0,0
4396.15,Bangalore,3,1,1,0
1225.69,Vijayawada,9,1,0,0
10852.23,Hyderabad,6,1,0,1
24921.43,Hyderabad,7,1,0,1
28880.36,Bangalore,0,0,1,0
35971.65,Bangalore,3,1,0,0
48163.16,Hyderabad,3,0,1,0
49792.29,Chennai,0,1,1,1
35806.91,Guntur,0,1,1,1
29942.65,Mumbai,7,1,0,1
32964.21,Mumbai,5,0,1,1
20409.38,Delhi,9,1,1,1
49177.29,Pune,4,0,1,0
18080.41,Vijayawada,6,0,1,1
16706.92,Vijayawada,5,1,1,1
44498.07,Vijayawada,5,0,1,1
42569.78,Pune,9,0,0,0
4179.0,Guntur,6,0,0,0
28815.68,Mumbai,4,0,0,0
24510.08,Pune,5,1,1,1
11031.66,Chennai,5,1,0,1
32059.42,Hyderabad,7,0,0,0
44669.86,Vijayawada,8,0,1,1
45800.6,Bangalore,4,0,1,0
41279.07,Hyderabad,8,0,0,0
909.38,Vijayawada,4,0,0,0
41400.06,Bangalore,10,0,0,0
22684.71,Pune,1,1,1,1
627.37,Pune,9,1,1,1
18808.31,Hyderabad,4,1,1,1
33987.96,Mumbai,0,1,1,1
1648.91,Pune,7,1,0,0
34460.7,Hyderabad,9,1,1,1
19060.37,Bangalore,7,0,1,1
27232.37,Delhi,1,0,0,0
19054.57,Hyderabad,5,0,1,1
16211.34,Pune,8,1,0,1
4838.19,Delhi,10,0,0,0
3548.07,Pune,2,1,1,0
40085.25,Guntur,8,0,1,1
34941.01,Bangalore,7,0,1,1
42692.4,Pune,0,1,1,1
5572.76,Delhi,2,0,0,0
24363.75,Pune,0,1,0,0
2289.35,Delhi,2,0,1,0
11513.75,Vijayawada,7,0,0,0
7046.34,Delhi,9,0,1,0
18397.11,Guntur,6,0,1,1
20989.37,Pune,0,1,1,1
3440.23,Delhi,1,1,1,0
20126.22,Hyderabad,3,0,0,0
8183.57,Delhi,9,0,0,0
33027.11,Delhi,8,1,1,1
3434.26,Guntur,10,0,1,0
28027.36,Bangalore,3,0,0,0
6747.42,Hyderabad,6,0,1,0
25558.78,Hyderabad,0,0,1,0
15236.87,Delhi,2,1,0,0
40081.14,Delhi,3,1,1,1
10784.71,Vijayawada,2,1,0,0
33387.41,Delhi,8,0,0,0
25717.89,Pune,1,0,0,0
42004.57,Pune,5,0,1,1
3077.68,Pune,6,0,1,0
1480.5,Delhi,10,1,1,1
30361.18,Pune,3,0,1,0
32337.44,Bangalore,10,0,0,0
24906.96,Pune,1,1,0,0
3410.07,Mumbai,1,0,0,0
13941.73,Bangalore,4,1,1,1
41832.59,Delhi,9,1,1,1
25620.85,Mumbai,6,0,1,1
4640.29,Bangalore,7,1,0,0
31493.16,Mumbai,4,1,0,0
46348.31,Mumbai,5,0,0,0
48619.8,Bangalore,3,1,1,1
13269.12,Bangalore,6,0,0,0
9579.31,Chennai,10,1,1,1
39921.73,Bangalore,9,0,0,0
31965.91,Delhi,3,1,0,0
18812.43,Delhi,6,1,1,1
26916.69,Bangalore,2,1,0,0
6309.02,Guntur,6,1,0,0
9527.51,Bangalore,4,1,1,0
25604.81,Hyderabad,6,0,1,1
49080.72,Delhi,10,1,0,1
21914.89,Vijayawada,5,0,0,0
6233.54,Bangalore,0,0,0,0
5462.34,Guntur,8,1,0,0
46294.82,Hyderabad,10,1,0,1
44576.45,Guntur,9,0,0,0
16946.53,Pune,9,1,1,1
12109.95,Chennai,3,1,1,1
7669.97,Vijayawada,8,1,0,0
40304.94,Vijayawada,6,0,0,0
4649.77,Guntur,9,1,1,1
4874.61,Delhi,6,0,0,0
30519.4,Guntur,2,0,1,0
258.1,Pune,10,1,1,1
22363.64,Pune,3,0,0,0
35650.01,Pune,7,0,1,1
1249.03,Pune,4,0,1,0
39500.43,Hyderabad,8,1,1,1
25001.7,Chennai,9,1,1,1
18710.76,Pune,1,1,0,0
10435.83,Bangalore,5,1,1,1
12513.41,Delhi,4,0,1,0
48036.69,Delhi,10,0,0,0
35682.18,Mumbai,0,1,1,1
19110.45,Pune,7,1,1,1
4564.1,Bangalore,4,1,0,0
18393.08,Vijayawada,4,1,0,0
11034.92,Pune,9,0,0,0
18292.13,Guntur,3,0,0,0
30810.95,Guntur,8,0,1,1
26310.17,Bangalore,4,1,0,0
7167.54,Chennai,6,1,0,0
20532.27,Guntur,2,0,0,0
31085.14,Delhi,9,0,1,1
47106.6,Chennai,2,0,0,0
30171.45,Bangalore,1,0,0,0
40882.76,Mumbai,2,0,1,0
36188.1,Hyderabad,2,0,0,0
16341.35,Hyderabad,2,1,0,0
19750.9,Vijayawada,2,0,1,0
42342.2,Delhi,3,1,1,1
12364.87,Vijayawada,2,0,0,0
32042.79,Vijayawada,0,0,1,0
128.61,Pune,7,1,1,1
44450.76,Bangalore,7,1,1,1
26221.17,Vijayawada,6,0,1,1
40261.45,Bangalore,3,0,1,0
5865.26,Bangalore,6,1,1,1
18743.81,Hyderabad,5,1,0,1
10856.96,Vijayawada,10,0,1,1
32488.66,Vijayawada,4,1,0,0
917.26,Delhi,3,1,1,0
20022.04,Delhi,7,1,0,1
6607.66,Guntur,0,0,0,0
14841.36,Pune,0,1,1,1
44363.62,Mumbai,6,0,1,1
41072.6,Delhi,8,1,0,1
3481.01,Vijayawada,5,0,1,0
651.7,Hyderabad,1,0,1,0
1331.71,Delhi,3,1,0,0
20230.26,Mumbai,9,1,1,1
14317.87,Delhi,0,0,1,0
21727.07,Vijayawada,8,0,0,0
46654.08,Bangalore,6,1,1,1
7283.18,Bangalore,3,0,1,0
19780.53,Hyderabad,0,0,1,0
47682.63,Pune,3,1,0,0
39993.64,Chennai,2,1,1,1
128.29,Bangalore,1,0,0,0
36389.17,Vijayawada,1,0,1,0
46248.61,Delhi,7,0,0,0
40603.32,Bangalore,5,1,1,1
28894.47,Vijayawada,8,1,1,1
33420.82,Chennai,9,1,0,1
40765.1,Mumbai,6,1,1,1
47003.01,Hyderabad,4,1,1,1
47609.81,Vijayawada,4,1,0,0
27795.2,Vijayawada,3,0,1,0
46309.98,Pune,8,1,1,1
21022.65,Chennai,5,1,0,1
8206.03,Hyderabad,7,0,1,0
21837.61,Delhi,6,0,1,1
48920.1,Bangalore,5,1,0,1
11860.55,Pune,7,1,0,1
21562.27,Vijayawada,3,1,0,0
16871.95,Guntur,9,1,1,1
5122.93,Pune,1,0,0,0
24683.16,Hyderabad,1,0,0,0
23613.29,Mumbai,0,0,1,0
33969.11,Vijayawada,5,0,0,0
44654.7,Guntur,5,0,0,0
49410.41,Vijayawada,9,0,0,0
44863.1,Bangalore,7,0,1,1
30810.21,Vijayawada,8,0,1,1
3340.63,Guntur,9,1,0,0
24871.13,Pune,3,1,0,0
42622.61,Delhi,10,0,1,1
18001.72,Pune,8,1,1,1
20956.68,Chennai,3,1,1,1
12110.0,Guntur,2,0,0,0
3031.53,Delhi,1,0,0,0
6392.88,Mumbai,1,1,1,0
29005.59,Guntur,7,1,1,1
46500.68,Delhi,10,1,0,1
32843.47,Chennai,5,0,1,1
17319.77,Pune,0,0,1,0
9409.47,Mumbai,7,1,1,1
22535.65,Vijayawada,5,1,1,1
471.19,Guntur,2,1,1,0
24396.02,Vijayawada,5,0,0,0
12077.17,Chennai,9,1,1,1
36067.14,Mumbai,6,0,0,0
35597.12,Hyderabad,9,1,1,1
5319.4,Vijayawada,8,0,0,0
16692.64,Chennai,10,1,1,1
21803.39,Delhi,0,1,1,1
2321.23,Guntur,5,0,1,0
23778.43,Mumbai,6,1,0,1
41756.63,Bangalore,3,1,1,1
44586.51,Pune,0,0,1,0
13341.76,Chennai,8,0,0,0
47605.23,Hyderabad,7,0,1,1
21557.54,Hyderabad,1,1,1,1
25137.42,Delhi,10,1,0,1
49444.53,Chennai,3,1,0,0
46288.89,Chennai,6,1,0,1
809.15,Chennai,6,0,1,0
47334.27,Bangalore,0,0,0,0
8534.23,Vijayawada,4,1,1,0
45307.13,Guntur,3,0,1,0
38278.13,Guntur,4,1,0,0
49142.4,Guntur,1,0,0,0
38955.38,Delhi,4,0,0,0
16942.74,Delhi,8,1,0,1
33433.12,Guntur,4,0,1,0
17726.68,Hyderabad,6,0,1,1
45554.9,Vijayawada,9,0,0,0
7376.07,Mumbai,2,0,1,0
1586.48,Pune,6,1,0,0
10696.76,Chennai,3,1,0,0
41742.11,Mumbai,7,1,1,1
32162.12,Delhi,3,0,0,0
9485.22,Mumbai,9,1,0,0
32470.97,Delhi,6,0,1,1
4352.74,Delhi,1,0,0,0
24767.84,Hyderabad,8,1,0,1
39328.7,Bangalore,10,1,0,1
